Des'n  AbsMag  G    Epoch M         Perihelion      Node       Incl.  e          n            a          U Reference #Obs  #Opp    Arc    rms  Perts
00079    7.78  0.15 K25BL 127.32905  201.39127  206.50117    4.61316  0.1910250  0.25796860   2.4439453  0 MPO950948  8540  85 1863-2025 0.53 M-v 3Ek 0000 Eurynome
00080    8.05  0.15 K25BL  57.25860  139.69331  218.63849    8.67610  0.1996712  0.28324760   2.2962820  0 E2025-V34  3561  76 1865-2025 0.78 M-v 3Ek 0000 Sappho
00081    8.69  0.15 K25BL 118.66687   51.22360    0.89514    7.80119  0.2117711  0.20468569   2.8515286  0 MPO925792  6731  61 1864-2025 0.61 M-v 3Ek 0000 Terpsichore
00082    8.26  0.15 K25BL 331.29883  110.71943   25.40943    2.82513  0.2211034  0.21448836   2.7639715  0 E2025-V46  8110  81 1864-2025 0.59 M-v 3Ek 0000 Alkmene
00083    8.73  0.15 K25BL 131.96501  169.89256   27.65749    4.96665  0.0830245  0.25993010   2.4316347  0 E2025-V57  5333  70 1865-2025 0.67 M-v 3Ek 0000 Beatrix
00084    9.32  0.15 K25BL  38.88991   15.09327  327.49507    9.31367  0.2354502  0.27144060   2.3623968  0 MPO950948  4401  61 1865-2025 0.70 M-v 3Ek 0000 Klio
00085    7.94  0.15 K25BL  48.27419  122.89557  203.04207   11.96082  0.1930854  0.22808158   2.6530325  0 E2025-UO9  7505  74 1865-2025 0.55 M-v 3Ek 0000 Io
00086    8.71  0.15 K25BL  63.96395  308.93453   86.06222    4.82079  0.2176917  0.18004383   3.1061127  0 E2025-V46  4972  68 1871-2025 0.73 M-v 3Ek 0000 Semele
00087    6.93  0.15 K25BL  94.95961  265.82654   73.01149   10.87248  0.0943375  0.15152694   3.4845188  0 E2025-V34  5911  79 1885-2025 0.70 M-v 3Ek 0000 Sylvia
00088    7.25  0.15 K25BL 201.53354   36.93560  276.32467    5.22642  0.1652895  0.21414052   2.7669638  0 E2025-V23  4621  82 1866-2025 0.77 M-v 3Ek 0000 Thisbe
00089    6.38  0.15 K25BL 358.38242   45.18604  311.52015   16.12339  0.1837598  0.24192641   2.5508242  0 E2025-UO9  3802  71 1866-2025 0.67 M-v 3Ek 0000 Julia
00090    8.43  0.15 K25BL 209.10210  244.36843   69.89097    2.20540  0.1724465  0.17702990   3.1412679  0 E2025-V34  6657  88 1866-2025 0.68 M-v 3Ek 0000 Antiope
00091    9.12  0.15 K25BL  14.38946   74.31130   10.38720    2.10244  0.1081828  0.23641258   2.5903334  0 E2025-V46 10632  78 1866-2025 0.52 M-v 3Ek 0000 Aegina
00092    6.71  0.15 K25BL 238.16041  236.68467  101.39208    9.92326  0.1048647  0.17335758   3.1854747  0 MPO937416  3584  83 1871-2025 0.74 M-v 3Ek 0000 Undina
00093    7.90  0.15 K25BL 273.09910  275.92700    3.81358    8.53973  0.1429093  0.21577342   2.7529865  0 MPO950948  4717  73 1872-2025 0.71 M-v 3Ek 0000 Minerva
00094    7.71  0.15 K25BL  10.64458   60.52691    2.51806    7.96978  0.0963849  0.17576156   3.1563619  0 E2025-V34  7293  75 1872-2025 0.61 M-v 3Ek 0000 Aurora
00095    7.97  0.15 K25BL 156.26045  152.76644  242.93653   13.00999  0.1526488  0.18376990   3.0639838  0 E2025-UJ7  4774  73 1872-2025 0.71 M-v 3Ek 0000 Arethusa
00096    7.66  0.15 K25BL 189.17168  207.92938  321.47074   15.98458  0.1423002  0.18514140   3.0488334  0 E2025-V50  4933  55 1868-2025 0.71 M-v 3Ek 0000 Aegle
00097    7.79  0.15 K25BL 134.06056  268.43196  159.58602   11.77537  0.2576169  0.22613167   2.6682619  0 MPO937416  4169  70 1870-2025 0.78 M-v 3Ek 0000 Klotho
00098    8.95  0.15 K25BL 303.37744  158.15958  353.87251   15.57591  0.1878740  0.22373495   2.6872836  0 E2025-V46  7989  55 1870-2025 0.53 M-v 3Ek 0000 Ianthe
